"Gene","GSM466408","GSM466409","GSM466410","GSM466411","GSM466412","GSM466413","GSM466414","GSM466415","GSM466416","GSM466417","GSM466418","GSM466419"
"Med19",2.97888769181278,2.94274949451348,2.85870271628805,2.98821503804707,2.97791442064727,3.03165785596895,2.93504475941399,2.93796787476903,2.91738958587668,2.94018354937043,2.98903294467036,2.98803064007819
"Tmem205",2.94084527468257,2.94084527468257,2.92957803263959,3.03193518616339,2.94831107963277,2.94084527468257,2.94084527468257,2.99806284386342,2.92926005755212,2.94126333092746,2.99971439854464,2.94084527468257
"Fbl",2.92708633068529,2.93055977221802,2.97715011284544,2.98230876573627,2.94767683008185,2.90953036482335,3.00410445861136,2.94732332293404,3.03896055516225,2.93735351631998,2.92112950839618,2.95632819672124
"Glb1",2.9067674486367,2.98154447496024,2.93426686317585,2.76897161874728,2.87869617932654,2.91690727316774,3.06410079100499,2.99984062226619,3.03195005231458,2.95532030465817,3.02560145078161,3.01343261287817
"Zdhhc2",2.88195540444735,3.05621721401999,2.94814898258194,3.01029469609074,2.99282767012717,2.92541370425423,2.93533598377867,2.92646494137496,2.94157330900161,2.95048977968957,2.93950302860247,2.9690397827645
"Nob1",2.93596418458416,2.97393913520386,2.91818313029017,2.97583939288851,2.95730725253674,2.99156280683194,2.96823855148498,2.95452325058294,2.9433028286519,2.93677705228492,2.96754060128735,2.95363954830152
"Adcy3",2.94693414419047,2.95426066673952,3.01208608102677,2.94289390085307,2.94693414419047,2.96489464973092,2.94693414419047,2.94693414419047,2.94693414419047,2.94693414419047,2.97399592460986,2.94440913241579
"Irf3",3.05104008633865,3.00044211269014,2.94639753550555,2.93882426891931,2.94315442999306,2.90726563044898,3.02660148694056,2.94383466850608,2.88318763856985,2.97691247623569,2.90871374795936,2.94697807665712
"Tmem192",2.92524511331082,2.98710379731358,2.93317669632902,3.02465322219325,2.89407271473495,2.9696973367433,2.95765993435567,2.9988150516826,2.8626770048399,3.06986856613293,2.92136432755824,2.92231958064679
"Alkbh7",2.96375251432103,2.97486084608866,2.99719900849312,2.96201605975665,2.97110331466824,2.9676385359435,2.95630190589657,2.96082406166709,2.92683314209343,2.85640411589656,2.96375251432103,2.96375251432103
"Coro6",3.0617468780972,2.96891108112768,2.98334319142577,2.94286251422118,3.01225767752752,2.91797191767374,3.01083063540195,2.89375809564972,2.9822980389069,2.92253231521705,2.84368566804988,2.92360718293653
"Commd5",2.9992131395765,3.0030224172512,2.90226046000153,2.93762196784602,2.92679916820988,2.93088649392388,3.00246911574254,2.9994757016796,2.8971380337775,2.94602914246688,2.93118323851174,2.98603401693796
"Alas1",2.98162691247665,2.95164697076601,2.96570494671825,2.9705161189877,2.94125642701409,2.9277643015501,2.93611225546992,3.02123914808166,2.95114520671134,2.95835305911604,2.95138780936037,2.90436584466355
"Tmem97",2.90059635527805,3.05250666335123,3.0136847712546,2.94116129273496,2.97031744057818,3.01154694734595,2.90059635527805,3.0136847712546,2.74838092718568,2.91983465802589,2.9994053504134,2.98866103219579
"Gga1",2.97741823752362,2.96294696401117,3.03381101273582,2.92570760853026,2.97307090992827,2.9811449954443,3.01006729007779,2.99037675758161,2.77737083844192,2.93155265176638,2.9884493391606,2.89635457748697
"Rdh11",3.05482418760522,3.07056518564857,2.96664780412857,2.84271706133774,2.94068256130947,2.98300688930532,2.94419054619909,2.94419054619909,2.84479825138219,2.94419054619909,2.92197571145479,2.9876727283574
"Mrps15",2.94791041066202,2.95153923750005,3.0186651509827,2.93591014496963,2.94791041066202,2.96032548461035,2.94938547458204,2.96416430045998,2.9498502363984,2.93138063572797,2.90920577867174,2.97786510792141
"Smarcb1",2.98966745988805,2.97496517951831,3.01353357452436,2.87984344868441,2.95836996942972,2.92168276685947,2.97496517951831,2.97496517951831,2.95208594193098,2.89362839586776,2.94808752209216,2.96063803585491
"Phip",2.91036733543549,2.96660416870219,3.05921783982979,2.95624547749489,2.87020011767892,2.93401848468354,2.99480721385657,2.92216713122672,3.06348502878904,2.92690802247128,2.89341806100971,2.94297674846491
"Gpr146",2.9246302555121,2.96609233535033,3.00927750840249,2.90504175865093,2.94588194984524,2.94069803153579,2.95837782618101,2.95841179396158,2.92795953092031,2.94667818789853,2.97787381677437,2.97932642756631
"Prpf4b",2.92818846432479,2.98393842522428,3.01656465053376,2.89127530506149,2.91589409212346,2.8477858599001,2.97907828916344,2.96005533318411,3.00699479187529,2.92604600508451,2.9766109459925,3.00733773012787
"Slc25a30",2.87507718775054,2.90510428760691,3.04785977801942,2.9387489961615,2.98820358013695,2.91751680238164,2.89873380941932,2.98383934135391,3.03715353882433,2.9110666067686,2.99500023984414,2.93659890520015
"Gpt",3.06247770566834,3.04400241295539,2.93793048697572,2.9131179253009,2.92531365730276,2.9507862461017,3.01519549169601,2.92292061208324,2.92305590061282,2.93592841272143,2.85919306603524,2.94143266086727
"Ehmt1",2.97428298560148,2.93933111572385,2.98669720526459,2.87538295535575,2.96570767307448,2.9512240840812,3.01454301824017,2.95784938362968,2.89127526889329,2.91297834621167,2.98415804967842,2.9775804254558
"Nfu1",2.97427953171703,2.97427953171703,2.97671871975674,2.90569898979556,2.94905855846044,2.932008654549,2.9632519764118,2.92771405236925,2.97427953171703,2.97427953171703,2.90989733355346,2.96804791876159
"Rbfa",2.88165653726919,2.97534470158297,2.97536297041561,2.92855033890278,2.97517704505474,2.95969103123232,3.01693232035019,2.94754974222384,2.89530962847059,2.97534470158297,2.91911765416539,2.97530147058803
"Ppp2r2c",2.95669046162845,2.94619048518984,2.77504011441714,2.99777193234338,3.0009403142522,2.99302532832015,2.83409561771715,2.95723319695736,2.87876850556386,3.00516113726381,3.00233388747485,3.07747470945437
"Poglut2",3.00252985986177,2.98267687437324,3.02008512055228,2.97612107355876,2.98526693562766,2.91542804327213,2.91060579316654,2.91805042660735,2.8904555883315,2.90708262342752,2.95168220899178,2.96114094766165
"Pop4",2.93958007031741,2.97256959036056,3.01195092351723,2.95250047671672,3.02807990404728,2.89410153065821,2.95908281842607,3.00268893558256,2.86201957117854,2.84107144356694,3.00195050155962,2.95432399609206
"Mgat4b",2.97647329398655,2.98431032584645,2.98431032584645,2.88271385274957,2.92489599008275,2.93176491813222,2.98201622700678,2.90288510582446,2.98431032584645,2.90341742110577,2.98431032584645,2.97772452529051
"Gnaq",2.95815905085887,2.8986884350105,2.88242964127849,2.89142833509799,2.8992895109012,3.03732580361625,2.82918958634956,2.9917544114022,2.99771087936518,3.02348709368382,3.05606709833891,2.95255826148486
"Hps3",2.96610836980466,2.88789757059239,2.93672170870137,3.00569167370643,2.93233016484525,2.9538954769217,2.97618638031751,2.99044752053256,2.97320046403326,2.92730726398677,2.91722783575162,2.94999903153076
"Lgr4",2.9533221331658,2.97461099919874,2.98113055129426,2.95056476056537,2.83107756149323,2.95920679910239,2.94547902043065,2.96203782150974,2.96874437416884,2.92829363157636,2.99903630127759,2.96031025438422
"Slc35b2",2.94169397826141,2.97290993655195,2.89287446147796,2.9190618817039,2.97447864987123,2.96017885769583,3.0112478073065,2.98096012407061,2.90001534650917,2.96476406391713,2.9501984410526,2.93948481583681
"Vcan",2.92702711369212,2.97633667358197,3.00600577377256,2.95546659423957,2.89406194599951,2.93894099704227,2.93595129454666,2.93145550587561,3.03804286335557,2.93316100791751,2.93502142385216,2.93156003303828
"Gng11",2.96399740867445,2.95712345343616,2.97034077287518,2.9187452300095,2.96008773883878,2.94357716289783,2.94898395960443,2.94960820792505,2.98895936429864,2.93846590728021,2.94705119699421,2.91371942806805
"Pld4",2.81368904168761,2.76799309640313,2.64718815432521,2.80461757819964,2.82478642031555,2.76931698955203,3.13027641408072,3.23930185364951,3.12130556342013,3.02582957900364,3.08428443625559,3.17102801071857
"Pgbd5",2.89562943346879,2.9655102405727,3.03793802258057,2.95121166376094,2.97928513748945,2.92244008015778,2.93872104387457,2.94886867896106,2.90977306766632,2.99900657079791,2.93165990038952,2.91304637604062
"Grin2d",3.04282556476497,2.91410770827902,2.97245469298465,2.96592356499735,2.93723411781934,2.97245469298465,3.02681380825045,2.89541180109952,2.98225559597679,2.9176862016317,2.79244688756371,2.97245469298465
"Cir1",2.94384583178709,2.97295943308736,2.93065398124934,2.9432936094212,2.94309943087992,2.96235299112063,3.01110244316985,2.93191842990996,2.95011015278464,2.9432936094212,2.92627688306425,2.92862868945464
"Smim11",3.01169369739562,2.97799266995674,2.92880097877496,2.96672273424949,2.95217992738361,2.90346037602866,2.98192833490386,2.95848532060981,2.90239214003225,2.92641679496265,2.92613327622245,2.94939228348461
"Sf3a3",2.93105363681086,2.97720120516296,2.93150983646764,2.98315432388966,3.00747993675804,2.97233153900126,2.97028333647092,2.97590039283273,2.82799844144275,2.9637417253738,2.87397758222371,2.97028333647092
"Gosr1",3.13590616754428,2.90362830352012,3.11812169320086,2.87817644333468,2.90916531086799,2.82448247979724,3.05774088886048,2.90764765198639,3.02551813798692,2.89533659659537,2.896113873481,2.82969094821337
"Slc35a2",2.89826244046381,2.94419393247489,2.89826244046381,2.96477191068654,2.96026820698121,2.98613259769416,2.90861884432873,3.03212271041328,2.89826244046381,2.98412218968392,2.92752944742541,2.97717889228809
"Gtf3c2",2.95826552725982,2.97640692528361,2.95092012365936,2.96933425901319,2.93397961006764,2.97267622078713,3.02897195935525,2.844700588562,2.92725706033524,3.01076641428813,2.95092012365936,2.85466882640076
"Nfatc3",2.93506167181053,2.95120198436929,2.93506167181053,2.97351076916187,2.96294789729462,2.94276648269962,2.94140728997925,2.94159150405935,2.93506167181053,2.93506167181053,2.98987445825671,2.93506167181053
"LOC302022",2.92687540167788,2.93593917904312,2.95556012371561,2.98391011493885,2.97172434580904,2.95888043847461,2.88440901110058,2.92623531787372,2.95888043847461,2.97588722042262,2.93684881493756,2.95979759916389
"Ncoa5",2.9724723911389,3.00647008200122,2.97251984168579,2.96088556934404,2.94780529152515,2.94676294243965,3.00397594846487,2.91071410703711,2.87140113150527,2.96645259652063,2.86096067938847,2.95370527510347
"Mrpl19",2.94560707172126,2.99029796687057,2.97448354969165,2.97166678882469,2.9198256219868,2.9554127676243,2.94321125232287,3.00048113466087,2.90876077344663,2.94552515933788,2.91717955407343,2.90150362285115
"Flna",2.99452885103161,2.98691171563741,2.88198188533786,3.02899029650046,2.97678474241334,2.94175392662613,2.91759230514282,2.88909389673886,2.98548225460094,2.96885056275462,2.89818445388842,2.90278778532346
"Snx2",2.94293661753086,2.94293661753086,2.98241635056345,2.94280467039409,2.8972291789001,2.91055485758394,2.9504575155091,2.94126057470047,3.03487682096454,2.94293661753086,2.91081656369065,2.97340918965656
"Kcnip4",2.97383236982101,2.92978743168255,2.94943892458381,2.95616341904956,2.97766324876307,2.97079541539376,2.90177651644483,2.95269243368968,2.960719042784,2.90177651644483,2.94807623735433,2.94383310197617
"Tnpo3",2.94795358089544,2.95376090913654,2.94795358089544,2.94032370133844,2.94795358089544,2.94795358089544,2.94795358089544,2.94795358089544,2.94795358089544,2.94472920377168,2.94323891498101,2.94795358089544
"Sstr1",2.90392355050139,2.92914458291241,3.10164726952548,2.90326930250288,2.92712904605202,3.01956210678341,2.93455834706125,2.83959016472752,3.02482134058912,2.88544493652176,2.94568255471522,2.94897769375414
"Rprd1b",2.92304800548612,2.88794891032802,3.0319380291959,2.93672204823903,2.93646774644317,2.93128116211273,2.96496354676916,2.91451269460465,3.0054930021026,2.93444618636969,2.9591150965883,2.93764575398058
"Med23",3.00073533691236,2.96333729080872,2.95079681180287,2.85663775122916,2.95086857214544,2.94372230790416,2.99390717691772,2.94483972475061,2.95086857214544,2.89136621991132,2.95086857214544,2.96552076234186
"Kctd13",2.922856523925,2.95843460055462,3.005714082697,2.88890665508686,2.92063552786667,2.95842452274066,2.92063552786667,2.92803924522396,2.90686971735189,3.02113865282162,2.93529551355794,2.9934148666775
"Msantd2",2.97907603312742,2.96372333393655,3.03093382182894,2.88351412914797,2.95712215671291,2.96372333393655,2.96886404280698,2.81981326983934,2.99131711338405,2.89085048512936,2.94597586235132,2.9636520246786
"Pcyt1a",2.94409130070065,3.00988964328104,2.96091345531046,3.0168660289128,2.87639234675026,2.93309799604387,2.99349768010959,2.93331771739698,2.95207228461887,2.9179795531531,2.90130075695348,2.91738753071468
"Mlh1",2.96454340368412,2.96454340368412,2.87488238448768,2.96454340368412,2.96234419695494,2.96789943375736,2.9488296095804,2.91019316921536,2.90309418156301,2.96314905889116,2.96680071398128,2.96593640216322
"Abcc9",2.88382345359489,2.82062574403926,2.96599484386378,3.08763922505618,2.92466329913771,2.96667694553838,2.93903260666107,2.87150506915718,3.10267339076422,2.98969286704498,2.93441366744969,2.86559196534663
"Cep104",2.92707799418046,2.92993511442943,2.80183669153153,2.97818799637664,2.98260590081391,2.96523426584509,2.87643883293811,2.95010383955244,2.99993692886327,2.97120828978073,2.97433191535482,2.9891062872551
"Rab33b",2.89970369036458,2.97936687843853,2.95529034737565,2.96555988136538,2.94604394048571,2.89448026509852,2.91969292097315,2.98109390209749,2.95473966848192,2.97288962705695,2.91798377536495,2.95725652634156
"Ash1l",2.98042366987917,2.9473771993338,3.10971237477891,2.90953416407454,2.8906098729813,2.88462946419064,2.90807284304143,2.90194036020068,3.13883454233757,2.8951908238428,2.86866193886304,2.90897403202541
"Cdca4",2.94756506156487,2.93521256505962,2.94756506156487,2.93339805952155,2.94756506156487,2.94505901818736,2.94756506156487,2.94756506156487,2.94756506156487,2.94756506156487,2.94756506156487,2.94941517427328
"Nbn",2.95542297177223,2.97043988141305,2.91190710153694,2.95537632303847,2.9068431288143,2.92484060736392,2.9846392596389,2.93994964660914,2.97655393170615,2.9395476956851,2.91860078445714,2.95585260000274
"Prpf38a",2.93184906313505,2.94882098091553,3.0103054364633,2.88690130610999,2.8867391159027,2.90033609124541,2.95170597664836,2.95174242941149,3.03342384733094,2.93243337248452,2.94583729458405,2.95872503429948
"Lima1",2.86007646564759,2.93978395994699,2.96510029377537,2.93443460739993,2.94084749454106,2.91031299282506,2.98763074555517,2.98763074555517,3.00999858169481,2.91167551754138,2.91508575770038,2.97094417251782
"Arih2",2.95305340733194,2.95584631017612,2.94732312971845,2.97063005995109,2.80569145214037,2.96596581644469,2.94976944817254,2.94881908271444,2.9384706623963,2.99898026708935,2.94201283561422,2.95305340733194
"Gpatch2l",2.92178319461111,2.96028625194217,2.97040655846628,2.91446312927516,2.93487210897484,2.93130257652966,2.95492969695994,2.9474580139017,2.95261669749673,2.96857148062491,2.93581647275347,2.93633283249397
"Usp24",2.95078006887002,2.97395013479572,2.97641725001379,2.86899317748302,2.90645610470324,2.95212491726259,2.98208935054352,2.93842446218629,2.96521156187285,2.89314355211056,2.96820556369319,2.95212491726259
"Caprin2",2.96872377061096,2.91522366941193,3.03821471061778,3.02655301817869,2.90693892412111,2.8857079209049,2.92081668325137,2.96045661346264,2.94226081661754,3.01543757223725,2.85220172571402,2.89372139924756
"Mrpl52",2.94316875724504,2.97529579479334,2.94316875724504,2.89834735910655,2.92853315937019,2.96866946327858,2.97759872973889,2.94316875724504,2.86593198991935,2.95661908637333,2.9549031153114,2.96961613197366
"Clasrp",2.98929558815471,2.98129210175736,2.95013486276141,3.01435782786859,2.89817618711424,2.9653920783121,3.02200264351912,2.88386052224191,2.87394096430867,2.97254894063675,2.88635613793595,2.88730369612551
"Aggf1",2.97037763458772,3.00176675946432,2.96364946809209,2.90564890875976,2.91155737795914,2.92656678974161,2.94398492466113,2.9624317080759,2.92376275266817,2.97189115637605,2.87189696101871,2.969906466284
"Msh2",2.99962604032874,2.93418846073553,2.98000954789768,2.93390941763389,2.91366245572652,2.90130245049295,3.01370734117357,2.94983550444435,2.95977917517969,2.89656122169679,2.89617150776731,2.93876187176349
"Ptpra",2.96935269327133,2.94416370970565,2.93517264385967,2.96556454395008,2.93044362850269,2.95697177777106,2.95661919843596,2.94021139495345,2.95830904994149,2.96263332807848,2.87456620730405,2.92286588039069
"Galnt6",2.9954849933839,2.83322587841099,2.95169292496093,3.02076672167051,3.00977560698156,2.87375374235263,2.99478855902864,2.90898355194958,3.01122289342261,2.89007751124903,2.86498513570068,2.96165445238364
"Wls",2.93447482493061,2.92178985993509,3.0076603274548,2.91715437170225,2.96393474716546,2.94070187623616,2.94832631593949,2.94832631593949,2.94832631593949,2.94832631593949,2.94801745243303,2.88856677008227
"Xrn1",2.90116126002088,2.92394420854601,2.91922211093401,2.91651359052475,2.92758460566545,3.00859950341892,2.92393024704422,2.95144918574346,2.92394420854601,2.8704319100236,3.05000041427999,2.98902653618425
"Psmb10",2.90943585266183,2.98554012172404,2.80166159809276,2.92610146379108,2.91200629777986,2.90943783738198,2.99816868322121,3.06491141021601,2.90536863872842,3.04434863107875,2.88195532968501,2.96404969625589
"Pde8a",2.86838440824341,2.92194490255942,2.92499789227924,2.97974880491962,2.9855745596092,2.93591953329232,2.9316789208869,2.95375445711838,2.97879184592666,2.93940835093016,2.95891091876404,2.92351247628363
"Tpmt",2.88999479356258,2.92781221020148,2.91258233637563,2.97516529965884,2.94813824829515,2.93515546830844,2.8874986467287,3.05973190096678,2.90026645511296,2.96440767669899,2.95582169262403,2.94513718540773
"Zdhhc16",2.97200302285398,2.98501653974234,2.84485028125714,2.99861231120443,2.98079169175853,2.94024108787045,2.96482178939647,2.97822183376548,2.84749836127331,2.93863504743799,2.9572949338879,2.89165250620775
"Mtus2",2.79829852083426,3.02597048790264,2.96629634543881,2.92187425786447,2.91405628196414,2.97446688373643,2.97058470061167,2.93386921435674,2.9283267252058,2.9230014308539,2.93386921435674,3.00723022992165
"Slc6a20a",2.93536648879509,2.88397226598604,2.9744348853704,2.92606967742269,2.91432804410047,2.98867692282543,2.90265820318688,2.91335467990922,3.01568690569937,2.90705871999269,3.00770005461208,2.92778591194407
"Commd1",2.95681151797315,2.9428686912997,3.05639841854416,2.93546212513845,2.91581522487693,2.88709988398957,2.98110077237399,2.88916530769625,3.02632994687137,2.9454518790204,2.83557194378209,2.92292777570092
"Fam43a",3.01869916480501,2.89282864406456,3.01717590772136,2.92359731275297,2.89904677213961,2.83363829593251,3.0566720316978,2.89159551617928,2.97965516692583,3.01968357662248,2.84816431538949,2.91307338450478
"Usp38",2.95814649461512,2.92763447178558,3.03389411805802,2.84654157408381,2.87783004849561,2.88560798638778,3.01618499900183,2.96662446536634,3.09107099210039,2.88088280389401,2.87783004849561,2.93144244046425
"Sfxn4",2.92136955377053,3.03567763135099,2.95360636504443,2.95740028496578,2.95454815029492,2.95675491977425,2.93942557748263,2.92136955377053,2.8633726131702,2.95454815029492,2.88159749779138,2.95292917636327
"Prune1",2.94739374015647,2.91403948883619,2.94739374015647,2.99406665915166,2.94739374015647,2.94739374015647,2.87052148077082,2.93883325353676,2.94739374015647,2.97363536235644,2.94739374015647,2.91706616184729
"Dync2li1",2.98045929709321,2.94190960885434,2.99448343350802,2.97515202403018,2.88350629635552,2.99134468254168,2.88431030469191,2.88350629635552,2.97756350327504,2.89093663043224,2.96468838905835,2.92453892653989
"Dennd4c",2.96831497220367,2.93023609229732,2.96183233021214,2.9245544933204,2.94003164568191,2.88838046422215,2.99948988412727,2.92987014441025,3.02512200322723,2.94423761443905,2.87466859868316,2.90260868170811
"Syap1",3.02683115678696,2.88811138787138,3.00232265241934,3.01105117164394,2.90040934081533,2.85182144625235,2.99405772246013,2.90246067801366,3.03624392211364,2.92405248995415,2.85806978380784,2.89102526313131
"Slc25a27",2.94016134774425,2.94979624631977,3.03045885708939,2.95123546603199,2.86519854056538,3.00537413524228,2.85972322874708,2.86004967359648,3.03832662784644,2.90201719517771,2.93470569830417,2.94542576644205
"Folh1",2.87759297789708,2.87467254042807,2.95239892829413,2.94644596822841,2.94889760176614,3.00749535575827,2.83494758204362,3.01982906755298,2.96729346295786,2.86526357516453,3.00051621464737,2.98688544762529
"Crem",2.88958034785264,2.8809491719545,2.91685794974494,3.12451896545585,2.95518613852316,2.92502255459087,2.95224042509618,2.92502255459087,2.93182066847691,2.93822197140334,2.92502255459087,2.91643038057431
"Mal2",3.00947115431511,2.98308049471438,3.04236094658732,2.85960178918749,2.95721426500777,2.9895541852359,2.92299954954545,2.7961589770165,3.03747650949844,2.75196214146952,2.90386242012328,3.02696942498608
"Rnpepl1",2.87092522077323,3.01100541494681,2.80862279112232,2.9446822385145,2.99237816577197,2.9966394464409,3.05815642082154,3.08725207900121,2.68012656510075,3.03702769931361,2.95038562272902,2.84081066571136
"Acer3",2.87431625555715,2.9223953655204,2.95844889156705,2.96841858047225,2.96675304708893,2.89184055111063,2.92622059142931,2.932104738866,2.98820245414087,2.97479222391925,2.94710205636374,2.92688418100286
"Clk3",2.9350747699438,2.96469882589953,2.90280268558836,2.95516805495756,2.96791072473697,2.93412435416531,2.98104385686233,2.90398984216996,2.93180134601856,2.95305882311303,2.90767491551143,2.93357724638025
"Pecr",2.91970684842195,2.9645615444022,2.94425378361147,2.98887031219425,2.96922303910035,2.93363665586659,2.93350078251636,2.92378132393594,2.89322371917909,2.955706276849,2.93450407170987,2.9098761100421
"Pex12",2.94364600801059,2.88826854269356,3.04444724837929,2.90670265098601,2.91157273168979,2.91194692454066,2.99127646823511,2.94187503964351,3.00162412093958,2.92749569322032,2.90673735594475,2.89273899735236
"Ptpn23",2.87847750618163,3.01419797118257,2.93476156927615,2.96739691034778,2.94236965279915,3.01597590128195,2.94236965279915,2.93991124019424,2.79691800614356,2.95056560820849,2.94236965279915,2.94236965279915
"Rnf185",2.96625561115284,2.97416489419023,2.90567946465147,2.88363016503654,2.89183025378365,2.94095536371126,2.975648030397,2.94454802088415,2.87757071018963,2.94562320233199,2.95262608190263,3.00677719145069
"Tbrg1",2.9046205882185,3.02184442642001,2.87211471194523,2.97496141239097,2.86031865924179,2.95369173218098,2.98388813371967,2.97623996836976,2.90176574058332,2.91706446035264,2.91299540396344,2.98574957042224
"Kcns3",2.91585746031428,2.90207201984824,3.000036347883,2.95292917636327,2.9538715758705,2.88980230480889,2.99959727191927,3.01167548450392,2.91747718973407,2.91174762272808,2.90155370897686,2.90785803503722
"Iffo1",2.9771003824417,2.95040354871229,2.90972834304173,2.9771003824417,2.94841158170825,2.97445235825276,2.93093634896198,2.90469385272723,2.89330743061258,2.97957991688522,2.908488283662,2.90904191519129
"Tac3",2.99905097978688,3.08562003726681,2.98365632988605,2.82562587565236,2.97718976882256,2.97054395029052,2.9821323718618,2.77878392894369,2.9022732777152,2.83083977537187,2.94559576662828,2.97629826935097
"Kdm3a",2.88960741919787,2.91670371249948,2.95952761018508,2.91552524145055,2.8898069153128,2.94786533463213,2.9452100282159,2.92443119967126,3.00609135771232,2.95729648958355,2.95732447770145,2.94708804218287
"Bet1l",2.93273217337987,2.9960066664141,2.9393677762413,2.8637464603213,3.05730951598951,2.9393677762413,2.91697845127088,2.95937754187691,2.90207083017793,2.91740008526066,2.90385826818386,2.926232949202
"Ubac2",2.87322979192038,3.02725128166102,2.93856199590007,2.91815725981035,2.95086432399286,2.91545774737813,2.95633341081262,2.95153709632224,2.85725602629957,2.96641382988725,2.96019298739872,2.9378163843382
"Snta1",2.99062511735831,3.0720883506267,2.867320760263,2.93954126949049,2.88130391241227,2.91402863516717,2.98360745216087,2.96334807575174,2.81290549517711,3.03818811880499,2.90027153183261,2.88826173003904
"Ttc27",2.85556700186484,3.03861025717476,2.90512412348881,2.92420230118835,2.98207536520284,2.95975199178909,2.95417513519136,2.97049905263329,2.84741004173186,2.97016370468511,2.91863340876147,2.92425286060818
"Nkapd1",2.92029207630196,2.92629201261703,2.96792643751492,2.91249084604154,2.91244947788339,2.91244947788339,2.91244947788339,2.95107967975759,3.01018501254896,2.94332885833062,2.87507126194029,3.00391217738748
"Ube2a",2.93763756187659,2.93975052809868,2.94357781081199,2.95046078744301,2.93347878808494,2.87780275132263,2.95759482409769,2.9555233462228,2.94019692476845,2.99264835620872,2.89171153570561,2.92446029426847
"Trabd",2.94348633633016,2.94348633633016,2.94348633633016,2.88203531064897,2.94348633633016,2.94348633633016,2.93710059620709,2.93710059620709,2.93710059620709,2.94348633633016,2.94348633633016,2.94348633633016
"Nucb2",2.91424921540065,2.97702775812461,2.89805439354183,2.92087635382637,2.9401984522067,2.91765128249974,2.95304019344872,2.93404567667796,2.92537045493495,2.9754844824975,2.91968096158985,2.96227638869251
"Ercc1",2.98378034162553,2.94160683121419,2.932031543996,2.92809818981377,2.91906212165898,2.90310894635893,3.00467508334045,2.95218477415401,2.91906212165898,2.91750203288208,2.91214938190794,2.92364298952235
"Prkx",2.90398800818589,2.92885025667564,2.92885025667564,2.92992815211662,2.92885025667564,2.88843130728443,2.92885025667564,2.97176743457226,3.02153355278978,2.92885025667564,2.94795577918658,2.92885025667564
"Ipo4",2.93239498864742,2.99262113514207,2.94220963875201,2.96447224233788,2.97999015948973,2.98429874682165,2.91062973287542,2.9604497142313,2.80216425147139,2.91001058233911,2.92731157866087,2.92649427564712
"Gar1",2.87153352364727,2.97450491953499,2.94035148538842,2.9887264455324,2.95437906314219,2.93766790679359,2.9410427060417,2.89987860283494,2.9467332651914,2.94758046583271,2.93192460543909,2.89264410158367
"Parl",2.87774705073751,2.92407986530448,2.997418392865,2.99591227342059,2.93026806030429,2.96583759072812,2.89478220109156,2.89079757706286,2.98144074322556,2.96703893367689,2.87480853809567,2.91680308346731
"Pard3",2.91684009302562,2.956224178064,2.91684009302562,2.96700671755044,2.90458048790491,3.0059640849343,2.91684009302562,2.92557326475364,2.89482385568713,2.95891336371288,2.94821623484143,2.90338395166047
"Pdk1",2.92055560139428,2.89464178800742,2.94828618774266,2.95666867351477,2.90738549976575,2.89497863903348,2.93293498080985,2.94761798512432,3.03834888771221,2.90057692556217,2.92704111032078,2.94578556336982
"Igsf1",2.97989869170237,2.91589142807886,2.98358064292513,2.98992493559102,2.95388957943193,2.93366842436683,2.91280064547244,2.95175604714504,2.89593349627479,2.92729067844906,2.89899429687899,2.86950119984422
"Tmem214",2.91279190473882,2.93382450516328,2.93177737654638,2.97493774935844,2.95884097555265,2.99326844202301,2.93177737654638,2.90315586386771,2.90315586386771,2.88920292713939,2.94634106351444,2.93177737654638
"Bloc1s4",2.8916100853504,2.93211247287109,2.97110081485668,2.95121917886679,2.95875138603509,2.93819478215402,2.9081296886703,2.94809626787152,2.94364509084745,2.93326164089104,2.86099666395721,2.97310132320077
"Gnpnat1",2.96526070142066,2.98210570208582,2.96111164622929,2.8720915228225,2.82766310190353,2.98290803432467,3.00434280409795,2.78989977265026,3.04667475533431,2.87013745506918,2.96598185285915,2.94200825398512
"Ccdc80",2.96331762136151,2.94387193510423,2.82008228584111,2.97742314037637,2.93092223437657,2.99483638814687,2.88165521514961,2.96932860298366,2.91150770140353,2.91150770140353,2.94932401780942,2.95338336938751
"Sh3bgr",2.85384198259274,2.83548014608178,2.95718039292803,2.96879672494862,3.01177402027565,2.86385406971738,3.04214853117585,3.0278143610998,2.97952391737458,2.96462224739104,2.86396259951,2.83815033245781
"Shank2",2.97326605248679,2.97210094703208,2.99631087189803,2.77723854183357,2.96473852235202,2.93669362138706,2.98044964707282,2.88353476947166,2.97529441487053,2.86835895938425,2.91146553152391,2.95681541139272
"Bcam",2.9171028703227,2.89327448291791,2.92013700156076,2.88640818597621,2.99365155883791,2.98628135994496,2.90479851970952,2.9406188777748,2.96431953726002,2.98700261833229,2.92484296103452,2.87479903287499
"Zcchc3",2.7719163481476,2.83774508128169,3.07896532215179,2.91442742899785,2.98987889981288,2.98694853834724,2.76559341957718,2.98139560048798,2.91504657250001,2.9448033534782,3.02275877177847,2.98323136817099
"LOC103694491",2.87614587333906,2.95604071723711,2.97941218750561,2.91195293619518,3.00410089124749,3.01884143735648,2.9030557958581,2.86911775822706,2.86743985900092,2.8702998208178,2.93225784687308,3.00179635386861
